order_id,order_date,customer_id,product_category,quantity,price
124,2023-10-25,5005,Sports,2,120.0
125,2023-11-28,5006,Home,1,250.0
126,2023-08-23,5007,Electronics,3,15.99
127,2023-09-23,5008,Clothing,5,10.0
128,2023-03-19,5009,Sports,1,450.0
129,2023-12-30,5010,Home,2,45.5
130,2023-11-09,5011,Beauty,3,12.99
131,2023-07-26,5012,Toys,1,59.99
132,2023-05-16,5013,Electronics,1,1200.0
133,2023-12-03,5014,Sports,4,18.5
134,2023-04-03,5015,Beauty,2,35.0
135,2023-08-18,5016,Clothing,1,85.0
136,2023-09-11,5017,Toys,5,9.99
137,2023-01-30,5018,Home,1,199.99
138,2023-04-17,5019,Electronics,2,45.0
139,2023-02-08,5020,Sports,1,89.0
139,2023-02-08,5020,Sports,1,89.0
140,2023-04-22,5021,Beauty,1,110.0
141,2023-12-11,5022,Clothing,3,22.5
142,2023-06-03,5023,Toys,2,15.0
143,2023-02-12,5024,Home,4,12.5
144,2023-04-25,5025,Electronics,1,350.0
145,2023-05-22,5026,Sports,2,65.0
146,2023-06-16,5027,Beauty,4,8.99
147,2023-04-05,5028,Clothing,1,120.0
148,2024-01-01,5029,Toys,1,145.0
149,2023-02-09,5030,,2,75.0
150,2023-04-19,5001,Electronics,1,899.99
151,2023-03-02,5002,Clothing,2,25.5
152,2023-12-17,5003,Home,4,15.0
153,2023-03-12,5004,Clothing,1,45.0
154,2023-03-08,5005,Sports,2,120.0
155,2023-04-17,5006,Home,1,250.0
156,2023-09-21,5007,Electronics,3,15.99
157,2023-08-02,5008,Clothing,5,10.0
158,2023-10-24,5009,Sports,1,450.0
159,2023-05-30,5010,Home,2,45.5
160,2023-06-19,5011,Beauty,3,12.99
161,2023-04-25,5012,Toys,1,59.99
162,2023-07-11,5013,Electronics,1,1200.0
163,2023-07-10,5014,Sports,4,18.5
164,2023-06-11,5015,Beauty,2,35.0
165,2023-05-23,5016,Clothing,1,85.0
166,2023-04-04,5017,Toys,5,9.99
167,2023-09-03,5018,Home,1,199.99
168,2023-04-13,5019,Electronics,2,45.0
169,2023-02-27,5020,Sports,1,89.0
170,2023-04-19,5021,Beauty,1,110.0
171,2023-09-04,5022,Clothing,3,22.5
172,2023-02-20,5023,Toys,2,15.0
173,2023-02-16,5024,Home,4,12.5
174,2023-03-28,5025,Electronics,1,350.0
175,2023-08-22,5026,Sports,2,65.0
176,2023-03-08,5027,Beauty,4,8.99
177,2023-06-02,5028,Clothing,1,120.0
178,2023-12-06,5029,Toys,1,145.0
179,2023-04-15,5030,Home,2,75.0
180,2023-10-23,5001,Electronics,1,899.99
181,2023-04-09,5002,Clothing,2,25.5
181,2023-04-09,5002,Clothing,2,25.5
182,2023-07-28,5003,Home,4,15.0
183,2023-03-05,5004,Clothing,1,45.0
184,2023-11-15,5005,Sports,2,120.0
185,2023-08-28,5006,Home,1,250.0
186,2023-11-23,5007,Electronics,3,15.99
187,2023-11-27,5008,Clothing,5,10.0
188,2023-08-04,5009,Sports,1,450.0
189,2023-03-06,5010,Home,2,45.5
190,2023-08-23,5011,Beauty,3,12.99
191,2023-12-11,5012,Toys,1,59.99
192,2023-10-27,5013,Electronics,1,1200.0
193,2023-04-30,5014,Sports,4,18.5
194,2023-03-25,5015,,2,35.0
195,2023-08-25,5016,Clothing,1,85.0
196,2023-08-27,5017,Toys,5,9.99
197,2023-03-01,5018,Home,1,199.99
198,2023-01-01,5019,Electronics,2,45.0
199,2023-02-07,5020,Sports,1,89.0
200,2023-07-30,5021,Beauty,1,110.0
201,2023-08-27,5022,Clothing,3,22.5
202,2023-08-05,5023,Toys,2,15.0
203,2023-08-06,5024,Home,4,12.5
204,2023-07-19,5025,Electronics,1,350.0
205,2023-08-07,5026,Sports,2,65.0
206,2023-10-22,5027,Beauty,4,8.99
207,2023-12-20,5028,Clothing,1,120.0
208,2023-03-10,5029,Toys,1,145.0
209,2023-08-22,5030,Home,2,75.0
210,2023-08-10,5001,Electronics,1,899.99
211,2023-02-14,5002,Clothing,2,25.5
212,2023-09-08,5003,Home,4,15.0
213,2023-08-08,5004,Clothing,1,45.0
214,2023-03-31,5005,Sports,2,120.0
215,2023-01-16,5006,Home,1,250.0
216,2023-03-08,5007,Electronics,3,15.99
217,2023-09-04,5008,Clothing,5,10.0
218,2023-01-28,5009,Sports,1,450.0
218,2023-01-28,5009,Sports,1,450.0
219,2023-11-12,5010,Home,2,45.5
220,2023-03-08,5011,Beauty,3,12.99
221,2023-09-30,5012,Toys,1,59.99
222,2023-07-24,5013,Electronics,1,1200.0
223,2023-01-31,5014,Sports,4,18.5
224,2023-11-14,5015,Beauty,2,35.0
225,2023-01-16,5016,Clothing,1,85.0
226,2023-08-04,5017,Toys,5,9.99
227,2023-02-27,5018,Home,1,199.99
228,2023-06-26,5019,Electronics,2,45.0
229,2023-03-06,5020,Sports,1,89.0
230,2023-12-01,5021,Beauty,1,110.0
231,2023-07-26,5022,Clothing,3,22.5
232,2023-12-18,5023,Toys,2,15.0
233,2023-01-28,5024,Home,4,12.5
234,2023-01-22,5025,Electronics,1,350.0
235,2023-09-27,5026,Sports,2,
236,2023-11-27,5027,Beauty,4,8.99
237,2023-11-03,5028,Clothing,1,120.0
238,2023-06-23,5029,Toys,1,145.0
239,2023-03-10,5030,Home,2,75.0
240,2023-07-09,5001,Electronics,1,899.99
241,2023-05-16,5002,Clothing,2,25.5
242,2023-05-23,5003,Home,4,15.0
243,2023-11-21,5004,Clothing,1,45.0
244,2023-01-06,5005,Sports,2,120.0
245,2023-11-08,5006,Home,1,250.0
246,2023-10-19,5007,Electronics,3,15.99
247,2023-01-22,5008,Clothing,5,10.0
248,2023-07-13,5009,Sports,1,450.0
249,2023-11-15,5010,Home,2,45.5
250,2023-09-15,5011,Beauty,3,12.99
251,2023-05-29,5012,Toys,1,59.99
252,2023-06-09,5013,Electronics,1,1200.0
253,2023-02-20,5014,Sports,4,18.5
254,2023-03-24,5015,Beauty,2,35.0
255,2023-12-22,5016,Clothing,1,
256,2023-08-27,5017,Toys,5,9.99
257,2023-01-20,5018,Home,1,199.99
258,2023-06-28,5019,Electronics,2,45.0
259,2023-07-04,5020,Sports,1,89.0
260,2023-04-12,5021,Beauty,1,110.0
261,2023-09-22,5022,Clothing,3,22.5
262,2023-04-14,5023,Toys,2,15.0
263,2023-11-13,5024,Home,4,12.5
264,2023-01-14,5025,Electronics,1,350.0
265,2023-01-08,5026,Sports,2,65.0
266,2023-03-27,5027,Beauty,4,8.99
267,2023-10-10,5028,Clothing,1,120.0
268,2023-10-08,5029,Toys,1,145.0
269,2023-08-04,5030,Home,2,75.0
270,2023-03-15,5001,Electronics,1,899.99
271,2023-06-29,5002,Clothing,2,25.5
272,2023-06-04,5003,Home,4,15.0
273,2023-04-25,5004,Clothing,1,45.0
274,2023-02-17,5005,Sports,2,120.0
275,2023-08-07,5006,Home,1,250.0
276,2023-04-21,5007,Electronics,3,15.99
277,2023-09-26,5008,Clothing,5,10.0
278,2023-07-02,5009,Sports,1,450.0
279,2023-11-07,5010,Home,2,45.5
280,2023-04-24,5011,Beauty,3,12.99
281,2023-07-28,5012,Toys,1,59.99
282,2023-02-19,5013,Electronics,1,1200.0
283,2023-01-01,5014,,4,18.5
284,2023-05-09,5015,Beauty,2,35.0
285,2023-04-29,5016,Clothing,1,85.0
286,2023-12-12,5017,Toys,5,9.99
287,2023-04-20,5018,Home,1,199.99
288,2023-09-12,5019,Electronics,2,45.0
289,2023-04-26,5020,Sports,1,89.0
290,2023-01-05,5021,Beauty,1,110.0
291,2023-06-18,5022,Clothing,3,22.5
292,2023-12-12,5023,Toys,2,15.0
293,2023-11-12,5024,Home,4,12.5
293,2023-11-12,5024,Home,4,12.5
294,2023-05-12,5025,Electronics,1,350.0
295,2023-04-28,5026,Sports,2,65.0
296,2023-11-25,5027,Beauty,4,8.99
297,2023-01-17,5028,Clothing,1,120.0
298,2023-04-20,5029,Toys,1,145.0
299,2023-02-09,5030,Home,2,75.0
300,2023-11-22,5001,Electronics,1,899.99
301,2023-12-18,5002,Clothing,2,25.5
302,2023-09-18,5003,Home,4,15.0
303,2023-09-06,5004,Clothing,1,45.0
304,2023-11-05,5005,Sports,2,120.0
305,2023-01-24,5006,Home,1,250.0
306,2023-09-23,5007,Electronics,3,15.99
307,2023-12-02,5008,Clothing,5,10.0
308,2023-09-01,5009,Sports,1,450.0
309,2023-02-05,5010,Home,2,45.5
310,2023-02-28,5011,Beauty,3,12.99
311,2023-06-03,5012,Toys,1,59.99
312,2023-03-14,5013,Electronics,1,1200.0
313,2023-05-14,5014,Sports,4,18.5
314,2023-06-15,5015,Beauty,2,35.0
315,2023-06-09,5016,Clothing,1,85.0
316,2023-09-04,5017,Toys,5,9.99
317,2023-07-29,5018,Home,1,199.99
318,2023-07-01,5019,Electronics,2,45.0
319,2023-08-21,5020,Sports,1,89.0
320,2023-09-24,5021,Beauty,1,110.0
321,2023-01-24,5022,Clothing,3,22.5
322,2023-05-20,5023,Toys,2,15.0
323,2023-04-25,5024,Home,4,12.5
324,2023-08-01,5025,Electronics,1,350.0
325,2023-07-19,5026,Sports,2,65.0
326,2023-12-16,5027,Beauty,4,8.99
327,2023-01-17,5028,Clothing,1,120.0
328,2023-03-31,5029,Toys,1,145.0
329,2023-12-01,5030,Home,2,75.0
330,2023-01-10,5001,Electronics,1,899.99
331,2023-09-17,5002,Clothing,2,25.5
332,2023-02-09,5003,Home,4,15.0
333,2023-03-19,5004,Clothing,1,45.0
334,2023-03-19,5005,Sports,2,120.0
335,2023-12-18,5006,Home,1,250.0
336,2023-08-14,5007,Electronics,3,15.99
337,2023-02-07,5008,Clothing,5,10.0
338,2023-05-25,5009,Sports,1,450.0
339,2023-01-04,5010,Home,2,45.5
340,2023-12-29,5011,Beauty,3,12.99
341,2023-10-16,5012,Toys,1,59.99
342,2023-01-05,5013,Electronics,1,1200.0
343,2023-05-28,5014,Sports,4,18.5
344,2023-11-17,5015,Beauty,2,35.0
345,2023-07-11,5016,Clothing,1,85.0
346,2023-09-19,5017,Toys,5,9.99
347,2023-04-05,5018,Home,1,199.99
348,2023-08-21,5019,Electronics,2,45.0
349,2023-02-22,5020,Sports,1,89.0
350,2023-02-27,5021,Beauty,1,110.0
351,2023-08-29,5022,Clothing,3,22.5
352,2023-06-25,5023,Toys,2,15.0
353,2023-03-26,5024,Home,4,12.5
354,2023-07-06,5025,Electronics,1,350.0
355,2023-05-31,5026,Sports,2,65.0
356,2023-10-20,5027,Beauty,4,8.99
357,2023-03-03,5028,Clothing,1,120.0
358,2023-02-06,5029,Toys,1,145.0
359,2023-04-19,5030,Home,2,75.0
359,2023-04-19,5030,Home,2,75.0
360,2023-04-13,5001,Electronics,1,899.99
361,2023-10-28,5002,Clothing,2,25.5
362,2023-10-22,5003,Home,4,15.0
363,2023-03-28,5004,Clothing,1,45.0
364,2023-03-04,5005,Sports,2,120.0
365,2023-08-03,5006,Home,1,250.0
366,2023-07-14,5007,Electronics,3,15.99
367,2023-08-10,5008,Clothing,5,
368,2023-10-03,5009,Sports,1,450.0
369,2023-05-10,5010,Home,2,45.5
370,2023-06-14,5011,Beauty,3,12.99
371,2023-09-19,5012,Toys,1,59.99
372,2023-12-26,5013,Electronics,1,1200.0
373,2023-09-04,5014,Sports,4,18.5
374,2023-01-16,5015,Beauty,2,35.0
375,2023-05-13,5016,Clothing,1,85.0
376,2023-01-22,5017,Toys,5,9.99
377,2023-09-10,5018,Home,1,199.99
378,2023-01-12,5019,Electronics,2,45.0
379,2023-11-18,5020,Sports,1,89.0
380,2023-06-11,5021,Beauty,1,110.0
381,2023-08-14,5022,Clothing,3,22.5
382,2023-02-04,5023,Toys,2,15.0
383,2023-12-22,5024,Home,4,12.5
384,2023-03-07,5025,Electronics,1,350.0
385,2023-03-05,5026,Sports,2,65.0
386,2023-03-31,5027,Beauty,4,8.99
387,2023-04-10,5028,Clothing,1,120.0
388,2023-07-21,5029,Toys,1,145.0
389,2023-07-05,5030,Home,2,75.0
390,2023-06-25,5001,Electronics,1,899.99
391,2023-04-10,5002,Clothing,2,25.5
392,2023-12-17,5003,Home,4,15.0
392,2023-12-17,5003,Home,4,15.0
393,2023-10-05,5004,Clothing,1,45.0
394,2023-11-16,5005,Sports,2,120.0
395,2023-06-02,5006,Home,1,250.0
396,2023-09-28,5007,Electronics,3,15.99
397,2023-07-07,5008,Clothing,5,10.0
398,2023-03-29,5009,Sports,1,450.0
399,2023-06-26,5010,Home,2,45.5
400,2023-09-01,5011,Beauty,3,12.99
401,2023-01-17,5012,Toys,1,59.99
402,2023-05-08,5013,Electronics,1,
403,2023-11-29,5014,Sports,4,18.5
404,2023-09-23,5015,Beauty,2,35.0
405,2023-11-23,5016,Clothing,1,
406,2023-07-14,5017,Toys,5,9.99
407,2023-02-18,5018,Home,1,199.99
408,2023-12-03,5019,Electronics,2,45.0
409,2023-01-30,5020,Sports,1,89.0
410,2023-02-10,5021,Beauty,1,110.0
411,2023-04-28,5022,Clothing,3,22.5
412,2023-03-14,5023,Toys,2,15.0
413,2023-09-01,5024,Home,4,12.5
414,2023-07-16,5025,Electronics,1,350.0
415,2023-05-30,5026,Sports,2,65.0
416,2023-07-16,5027,Beauty,4,8.99
417,2023-04-09,5028,Clothing,1,120.0
418,2023-02-11,5029,Toys,1,145.0
419,2023-11-04,5030,Home,2,75.0
420,2023-08-23,5001,Electronics,1,
421,2023-03-28,5002,Clothing,2,25.5
422,2023-10-12,5003,Home,4,15.0
423,2023-09-11,5004,Clothing,1,45.0
424,2023-04-04,5005,Sports,2,120.0
425,2023-08-27,5006,Home,1,250.0
426,2023-11-13,5007,Electronics,3,15.99
427,2023-07-09,5008,Clothing,5,10.0
427,2023-07-09,5008,Clothing,5,10.0
428,2023-09-08,5009,Sports,1,450.0
429,2023-09-30,5010,Home,2,45.5
430,2023-09-22,5011,Beauty,3,12.99
431,2023-02-20,5012,Toys,1,59.99
432,2023-03-19,5013,Electronics,1,1200.0
432,2023-03-19,5013,Electronics,1,1200.0
433,2023-05-18,5014,Sports,4,18.5
434,2023-01-15,5015,Beauty,2,35.0
435,2023-01-05,5016,Clothing,1,85.0
436,2023-10-06,5017,Toys,5,
437,2023-11-09,5018,Home,1,199.99
438,2023-06-01,5019,Electronics,2,45.0
439,2023-04-05,5020,Sports,1,89.0
440,2023-09-30,5021,Beauty,1,110.0
441,2023-07-19,5022,Clothing,3,
442,2023-03-23,5023,Toys,2,15.0
443,2023-01-16,5024,Home,4,12.5
444,2023-11-06,5025,Electronics,1,350.0
445,2023-08-28,5026,Sports,2,65.0
446,2023-10-23,5027,Beauty,4,8.99
447,2023-12-21,5028,Clothing,1,120.0
448,2023-03-17,5029,Toys,1,145.0
449,2023-09-12,5030,Home,2,75.0
450,2023-11-03,5001,Electronics,1,899.99
451,2023-12-09,5002,Clothing,2,25.5
452,2023-04-14,5003,Home,4,15.0
453,2023-10-29,5004,Clothing,1,45.0
454,2023-07-18,5005,Sports,2,120.0
455,2023-03-15,5006,Home,1,250.0
456,2023-06-14,5007,Electronics,3,15.99
457,2023-07-24,5008,Clothing,5,10.0
458,2023-05-17,5009,Sports,1,450.0
459,2023-01-08,5010,Home,2,45.5
460,2023-09-09,5011,Beauty,3,12.99
461,2023-06-08,5012,Toys,1,59.99
462,2023-12-17,5013,Electronics,1,1200.0
463,2023-05-09,5014,Sports,4,18.5
464,2023-05-21,5015,Beauty,2,35.0
465,2023-02-15,5016,Clothing,1,85.0
466,2023-04-08,5017,Toys,5,9.99
467,2023-02-18,5018,Home,1,199.99
468,2023-07-30,5019,Electronics,2,45.0
469,2023-06-07,5020,Sports,1,89.0
470,2023-06-17,5021,Beauty,1,110.0
471,2023-10-04,5022,Clothing,3,22.5
472,2023-01-31,5023,Toys,2,15.0
473,2023-05-27,5024,Home,4,12.5
474,2023-09-30,5025,Electronics,1,350.0
475,2023-08-20,5026,Sports,2,
476,2023-01-09,5027,Beauty,4,8.99
477,2023-08-03,5028,Clothing,1,120.0
478,2023-02-01,5029,Toys,1,145.0
479,2023-02-11,5030,,2,75.0
480,2023-10-25,5001,Electronics,1,899.99
481,2023-03-28,5002,Clothing,2,25.5
482,2023-08-20,5003,Home,4,15.0
483,2023-05-06,5004,Clothing,1,45.0
484,2023-11-02,5005,Sports,2,120.0
485,2023-07-10,5006,Home,1,250.0
486,2023-08-17,5007,Electronics,3,15.99
487,2023-02-05,5008,Clothing,5,10.0
488,2023-11-27,5009,Sports,1,450.0
489,2023-09-09,5010,Home,2,45.5
490,2023-04-29,5011,Beauty,3,12.99
491,2023-08-27,5012,Toys,1,59.99
492,2023-07-27,5013,Electronics,1,1200.0
493,2023-12-05,5014,Sports,4,18.5
494,2023-04-19,5015,Beauty,2,35.0
495,2023-11-19,5016,Clothing,1,85.0
496,2023-10-02,5017,Toys,5,9.99
497,2023-11-30,5018,Home,1,199.99
498,2023-04-05,5019,Electronics,2,45.0
499,2023-10-21,5020,Sports,1,89.0
500,2023-06-02,5021,Beauty,1,110.0
501,2023-04-12,5022,Clothing,3,22.5
502,2023-05-06,5023,Toys,2,15.0
503,2023-07-06,5024,Home,4,
504,2023-08-01,5025,Electronics,1,350.0
505,2023-06-19,5026,Sports,2,65.0
506,2023-04-21,5027,Beauty,4,8.99
507,2023-05-24,5028,Clothing,1,120.0
508,2023-07-28,5029,Toys,1,145.0
509,2023-08-24,5030,Home,2,75.0
510,2023-09-24,5001,Electronics,1,899.99
511,2023-06-26,5002,Clothing,2,25.5
512,2023-11-01,5003,Home,4,15.0
513,2023-06-07,5004,Clothing,1,45.0
514,2023-09-20,5005,Sports,2,120.0
515,2023-02-09,5006,Home,1,250.0
516,2023-01-23,5007,,3,15.99
517,2023-01-14,5008,Clothing,5,10.0
518,2023-03-22,5009,Sports,1,450.0
519,2023-09-18,5010,Home,2,45.5
520,2023-03-27,5011,Beauty,3,12.99
521,2023-08-17,5012,Toys,1,59.99
522,2023-12-17,5013,Electronics,1,1200.0
523,2023-12-14,5014,Sports,4,
524,2023-10-18,5015,Beauty,2,35.0
525,2023-10-07,5016,Clothing,1,85.0
526,2023-04-18,5017,Toys,5,9.99
527,2023-12-30,5018,Home,1,199.99
528,2023-08-19,5019,Electronics,2,45.0
529,2023-01-19,5020,Sports,1,89.0
530,2023-07-01,5021,Beauty,1,110.0
531,2023-08-12,5022,Clothing,3,22.5
532,2023-11-14,5023,Toys,2,15.0
533,2023-10-21,5024,Home,4,12.5
534,2023-11-11,5025,,1,350.0
535,2023-04-07,5026,Sports,2,65.0
536,2023-12-06,5027,Beauty,4,8.99
537,2023-04-01,5028,Clothing,1,120.0
538,2023-05-05,5029,Toys,1,145.0
539,2023-12-21,5030,Home,2,75.0
540,2023-07-20,5001,,1,899.99
541,2023-06-24,5002,Clothing,2,25.5
542,2023-03-15,5003,Home,4,15.0
543,2023-12-08,5004,Clothing,1,45.0
544,2023-04-02,5005,Sports,2,120.0
545,2023-08-11,5006,Home,1,
546,2023-12-21,5007,Electronics,3,15.99
547,2023-05-24,5008,Clothing,5,10.0
548,2023-10-02,5009,Sports,1,450.0
549,2023-03-05,5010,Home,2,45.5
550,2023-11-12,5011,Beauty,3,12.99
551,2023-10-29,5012,Toys,1,
552,2023-04-24,5013,Electronics,1,1200.0
553,2023-08-30,5014,Sports,4,18.5
554,2023-03-10,5015,Beauty,2,35.0
555,2023-09-29,5016,Clothing,1,85.0
556,2023-04-10,5017,Toys,5,9.99
557,2023-08-16,5018,Home,1,199.99
557,2023-08-16,5018,Home,1,199.99
558,2023-06-04,5019,Electronics,2,45.0
559,2023-12-19,5020,Sports,1,89.0
560,2023-05-25,5021,Beauty,1,110.0
561,2023-09-13,5022,Clothing,3,22.5
562,2023-03-20,5023,Toys,2,15.0
563,2023-03-24,5024,Home,4,12.5
564,2023-08-12,5025,Electronics,1,350.0
565,2023-07-31,5026,Sports,2,65.0
566,2023-01-25,5027,Beauty,4,8.99
567,2023-04-08,5028,Clothing,1,120.0
568,2023-01-30,5029,Toys,1,145.0
569,2023-05-12,5030,Home,2,75.0
570,2023-12-19,5001,Electronics,1,899.99
571,2023-04-01,5002,Clothing,2,25.5
572,2023-08-06,5003,Home,4,15.0
573,2023-02-24,5004,Clothing,1,45.0
574,2023-09-21,5005,Sports,2,120.0
575,2023-10-19,5006,Home,1,250.0
576,2023-06-26,5007,Electronics,3,15.99
577,2023-10-09,5008,Clothing,5,10.0
578,2023-10-08,5009,Sports,1,450.0
579,2023-03-13,5010,Home,2,45.5
580,2023-05-03,5011,Beauty,3,12.99
581,2023-06-04,5012,Toys,1,59.99
582,2023-11-05,5013,Electronics,1,1200.0
583,2023-07-22,5014,Sports,4,18.5
584,2023-06-08,5015,Beauty,2,35.0
585,2023-10-26,5016,Clothing,1,85.0
586,2023-02-23,5017,Toys,5,9.99
587,2023-05-23,5018,Home,1,199.99
588,2023-03-23,5019,Electronics,2,45.0
589,2023-07-01,5020,Sports,1,89.0
590,2023-03-11,5021,Beauty,1,110.0
591,2023-06-12,5022,Clothing,3,22.5
592,2023-08-13,5023,Toys,2,15.0
593,2023-03-05,5024,Home,4,12.5
594,2023-04-21,5025,Electronics,1,350.0
595,2023-03-13,5026,Sports,2,65.0
596,2023-05-25,5027,Beauty,4,8.99
597,2023-02-08,5028,Clothing,1,120.0
598,2023-02-18,5029,Toys,1,145.0
599,2023-11-26,5030,Home,2,75.0
600,2023-03-28,5001,Electronics,1,899.99
601,2023-06-28,5002,Clothing,2,25.5
602,2023-06-23,5003,Home,4,15.0
603,2023-11-13,5004,Clothing,1,45.0
604,2023-09-02,5005,Sports,2,120.0
605,2023-01-14,5006,Home,1,250.0
606,2023-07-09,5007,Electronics,3,15.99
607,2023-03-02,5008,Clothing,5,10.0
608,2023-10-04,5009,Sports,1,450.0
609,2023-05-01,5010,Home,2,45.5
610,2023-06-05,5011,Beauty,3,12.99
611,2023-05-15,5012,Toys,1,59.99
612,2023-08-01,5013,Electronics,1,1200.0
613,2023-03-10,5014,Sports,4,18.5
614,2023-01-03,5015,Beauty,2,35.0
615,2023-08-19,5016,Clothing,1,85.0
616,2023-06-12,5017,Toys,5,9.99
617,2023-06-14,5018,Home,1,199.99
618,2023-04-13,5019,Electronics,2,45.0
619,2023-02-17,5020,Sports,1,89.0
